,title,description
276,card magic twist,like uncle family party rumple swedish doctor lennart green say pick card card card pure magic flabbergast magic
277,dog train,speak eg conference trainer ian dunbar ask u see world eye beloved dog know pet perspective build love trust message resonate well beyond animal world
278,dog song,animal fan nellie mckay sing sparkle tribute dear dog suggest go right find make doggie
279,great piano performance recreate,imagine hear great depart pianist play today would person john walker demonstrate record analyze precise keystroke pedal motion play back grand piano
280,kid teach,speak lift sugata mitra talk hole wall project young kid project figure use pc teach kid ask else child teach
281,become activist,ory okolloh tell story life family come heroic work report do kenya parliament
282,talk squawk parrot,whimsical present einstein african grey parrot trainer stephanie white simply tickle watch moment einstein moment al gore
283,dna fold detail,paul rothemund give ted short summary specialty dna fold lay clear abundant detail immense promise field create tiny machine assemble
284,next giant leap,peter diamandis say moral imperative keep explore space talk x prize incentive go
285,web better tv,absorb look emerge medium tech history peter hirshberg share crucial lesson silicon valley explain web much better tv
286,think know,start four basic question may surprise find ca answer jonathan drori look gap knowledge specifically science might think
